0, 0, <, 0, 1, 480
1, 0, /
1, 0, ?, 5, 126, 127, 9, 1, 247
1, 0, (, "\222\230\215ì\214\240\226¼"
1, 0, ~, "\213È\226¼"
1, 0, &, 0, 7, 100
1, 0, &, 1, 7, 40
1, 0, &, 2, 7, 120
1, 0, &, 3, 7, 100
1, 0, &, 4, 7, 80
1, 0, &, 5, 7, 80
1, 0, &, 10, 7, 40
1, 0, ;, 0, 1
1, 0, ;, 1, 103
1, 0, ;, 2, 73
1, 0, ;, 3, 11
1, 0, ;, 4, 41
1, 0, ;, 5, 34
1, 0, ;, 10, 4
1, 0, %, 571428
1, 120, {, 5, 53, 120
1, 120, {, 10, 53, 120
1, 120, {, 1, 53, 120
1, 360, }, 10, 53, 0
1, 360, }, 5, 53, 0
1, 360, }, 1, 53, 0
1, 360, {, 10, 57, 120
1, 360, {, 1, 57, 120
1, 360, {, 5, 57, 120
1, 600, }, 5, 57, 0
1, 600, }, 1, 57, 0
1, 600, }, 10, 57, 0
1, 600, {, 5, 60, 120
1, 600, {, 10, 60, 120
1, 600, {, 1, 60, 120
1, 840, }, 5, 60, 0
1, 840, }, 10, 60, 0
1, 840, }, 1, 60, 0
1, 840, {, 10, 53, 120
1, 840, {, 5, 53, 120
1, 840, {, 1, 53, 120
1, 1320, }, 1, 53, 0
1, 1320, }, 10, 53, 0
1, 1320, }, 5, 53, 0
1, 1320, {, 5, 58, 120
1, 1320, {, 10, 58, 120
1, 1320, {, 1, 58, 120
1, 1560, }, 10, 58, 0
1, 1560, }, 5, 58, 0
1, 1560, }, 1, 58, 0
1, 1560, {, 1, 62, 120
1, 1560, {, 10, 62, 120
1, 1560, {, 5, 62, 120
1, 1800, }, 10, 62, 0
1, 1800, }, 5, 62, 0
1, 1800, }, 1, 62, 0
1, 1800, {, 1, 65, 120
1, 1800, {, 10, 65, 120
1, 1800, {, 5, 65, 120
1, 2040, }, 1, 65, 0
1, 2040, }, 10, 65, 0
1, 2040, }, 5, 65, 0
1, 2040, {, 5, 52, 120
1, 2040, {, 1, 52, 120
1, 2040, {, 10, 52, 120
1, 2280, }, 10, 52, 0
1, 2280, }, 5, 52, 0
1, 2280, }, 1, 52, 0
1, 2280, {, 10, 55, 120
1, 2280, {, 5, 55, 120
1, 2280, {, 1, 55, 120
1, 2520, }, 5, 55, 0
1, 2520, }, 10, 55, 0
1, 2520, }, 1, 55, 0
1, 2520, {, 5, 60, 120
1, 2520, {, 1, 60, 120
1, 2520, {, 10, 60, 120
1, 2520, {, 0, 76, 120
1, 2760, }, 5, 60, 0
1, 2760, }, 0, 76, 0
1, 2760, }, 10, 60, 0
1, 2760, }, 1, 60, 0
