0, 0, <, 1, 11, 384
1, 0, /
1, 0, %, 250000
1, 0, $, 4, 2, 24, 8
1, 319488, \
2, 0, /
2, 0, ~, "FFXPrelude"
2, 0, &, 0, 7, 110
2, 0, ;, 0, 81
2, 0, &, 0, 10, 49
2, 0, &, 0, 91, 67
2, 0, {, 0, 67, 42
2, 96, }, 0, 67, 64
2, 384, {, 0, 67, 45
2, 480, }, 0, 67, 64
2, 768, {, 0, 67, 49
2, 864, }, 0, 67, 64
2, 1056, {, 0, 60, 52
2, 1152, }, 0, 60, 64
2, 1440, {, 0, 67, 55
2, 1536, }, 0, 67, 64
2, 1920, {, 0, 67, 60
2, 2016, }, 0, 67, 64
2, 2304, {, 0, 67, 63
2, 2400, }, 0, 67, 64
2, 2592, {, 0, 60, 66
2, 2688, }, 0, 60, 64
2, 2976, {, 0, 67, 69
2, 3072, }, 0, 67, 64
2, 3456, {, 0, 67, 74
2, 3552, }, 0, 67, 64
2, 3840, {, 0, 67, 77
2, 3936, }, 0, 67, 64
2, 4128, {, 0, 60, 80
2, 4224, }, 0, 60, 64
2, 4512, {, 0, 67, 83
2, 4608, }, 0, 67, 64
2, 4992, {, 0, 67, 88
2, 5088, }, 0, 67, 64
2, 5376, {, 0, 67, 91
2, 5472, }, 0, 67, 64
2, 5664, {, 0, 60, 94
2, 5760, }, 0, 60, 64
2, 6048, {, 0, 67, 98
2, 6144, }, 0, 67, 64
2, 6144, &, 0, 7, 110
2, 6144, ;, 0, 81
2, 6528, {, 0, 67, 96
2, 6624, }, 0, 67, 64
2, 6912, {, 0, 67, 96
2, 7008, }, 0, 67, 64
2, 7200, {, 0, 60, 96
2, 7296, }, 0, 60, 64
2, 7584, {, 0, 67, 96
2, 7680, }, 0, 67, 64
2, 8064, {, 0, 67, 96
2, 8160, }, 0, 67, 64
2, 8448, {, 0, 67, 96
2, 8544, }, 0, 67, 64
2, 8736, {, 0, 60, 96
2, 8832, }, 0, 60, 64
2, 9120, {, 0, 67, 96
2, 9216, }, 0, 67, 64
2, 9600, {, 0, 67, 96
2, 9696, }, 0, 67, 64
2, 9984, {, 0, 67, 96
2, 10080, }, 0, 67, 64
2, 10272, {, 0, 60, 96
2, 10368, }, 0, 60, 64
2, 10656, {, 0, 67, 96
2, 10752, }, 0, 67, 64
2, 11136, {, 0, 67, 96
2, 11232, }, 0, 67, 64
2, 11520, {, 0, 67, 96
2, 11616, }, 0, 67, 64
2, 11808, {, 0, 60, 96
2, 11904, }, 0, 60, 64
2, 12192, {, 0, 67, 96
2, 12288, }, 0, 67, 64
2, 12288, &, 0, 7, 110
2, 12288, ;, 0, 81
