0, 0, <, 1, 12, 384
1, 0, /
1, 0, %, 315780
1, 0, $, 3, 2, 24, 8
1, 27648, $, 4, 2, 24, 8
1, 242688, \
2, 0, /
2, 0, ~, "Final "
2, 0, &, 0, 7, 100
2, 0, ;, 0, 48
2, 0, &, 0, 10, 64
2, 0, &, 0, 91, 31
2, 0, {, 0, 80, 110
2, 0, {, 0, 85, 110
2, 192, }, 0, 85, 64
2, 192, }, 0, 80, 64
2, 384, {, 0, 80, 110
2, 384, {, 0, 85, 110
2, 576, }, 0, 85, 64
2, 576, }, 0, 80, 64
2, 576, {, 0, 80, 110
2, 576, {, 0, 85, 110
2, 768, }, 0, 85, 64
2, 768, }, 0, 80, 64
2, 960, {, 0, 80, 110
2, 960, {, 0, 85, 110
2, 1152, }, 0, 85, 64
2, 1152, }, 0, 80, 64
2, 1152, {, 0, 80, 110
2, 1152, {, 0, 85, 110
2, 1344, }, 0, 85, 64
2, 1344, }, 0, 80, 64
2, 1536, {, 0, 80, 110
2, 1536, {, 0, 85, 110
2, 1728, }, 0, 85, 64
2, 1728, }, 0, 80, 64
2, 1920, {, 0, 80, 110
2, 1920, {, 0, 85, 110
2, 2112, }, 0, 85, 64
2, 2112, }, 0, 80, 64
2, 2304, {, 0, 81, 110
2, 2304, {, 0, 85, 110
2, 2496, }, 0, 85, 64
2, 2496, }, 0, 81, 64
2, 2688, {, 0, 81, 110
2, 2688, {, 0, 85, 110
2, 2880, }, 0, 85, 64
2, 2880, }, 0, 81, 64
2, 2880, {, 0, 81, 110
2, 2880, {, 0, 85, 110
2, 3072, }, 0, 85, 64
2, 3072, }, 0, 81, 64
2, 3264, {, 0, 81, 110
2, 3264, {, 0, 85, 110
2, 3456, }, 0, 85, 64
2, 3456, }, 0, 81, 64
2, 3456, {, 0, 81, 110
2, 3456, {, 0, 85, 110
2, 3648, }, 0, 85, 64
2, 3648, }, 0, 81, 64
2, 3840, {, 0, 81, 110
2, 3840, {, 0, 85, 110
2, 4032, }, 0, 85, 64
2, 4032, }, 0, 81, 64
2, 4224, {, 0, 81, 110
2, 4224, {, 0, 85, 110
2, 4416, }, 0, 85, 64
2, 4416, }, 0, 81, 64
2, 4608, {, 0, 81, 110
2, 4608, {, 0, 85, 110
2, 4800, }, 0, 85, 64
2, 4800, }, 0, 81, 64
2, 4992, {, 0, 81, 110
2, 4992, {, 0, 85, 110
2, 5184, }, 0, 85, 64
2, 5184, }, 0, 81, 64
2, 5184, {, 0, 81, 110
2, 5184, {, 0, 85, 110
2, 5376, }, 0, 85, 64
2, 5376, }, 0, 81, 64
2, 5568, {, 0, 81, 110
2, 5568, {, 0, 85, 110
2, 5760, }, 0, 85, 64
2, 5760, }, 0, 81, 64
2, 5760, {, 0, 81, 110
2, 5760, {, 0, 85, 110
2, 5952, }, 0, 85, 64
2, 5952, }, 0, 81, 64
2, 6144, {, 0, 81, 110
2, 6144, {, 0, 85, 110
2, 6336, }, 0, 85, 64
2, 6336, }, 0, 81, 64
2, 6528, {, 0, 81, 110
2, 6528, {, 0, 85, 110
2, 6720, }, 0, 85, 64
2, 6720, }, 0, 81, 64
2, 6912, {, 0, 81, 110
2, 6912, {, 0, 85, 110
2, 7104, }, 0, 85, 64
2, 7104, }, 0, 81, 64
2, 7296, {, 0, 81, 110
2, 7296, {, 0, 85, 110
2, 7488, }, 0, 85, 64
2, 7488, }, 0, 81, 64
2, 7488, {, 0, 81, 110
2, 7488, {, 0, 85, 110
2, 7680, }, 0, 85, 64
2, 7680, }, 0, 81, 64
2, 7872, {, 0, 81, 110
2, 7872, {, 0, 85, 110
2, 8064, }, 0, 85, 64
2, 8064, }, 0, 81, 64
2, 8064, {, 0, 81, 110
2, 8064, {, 0, 85, 110
2, 8256, }, 0, 85, 64
2, 8256, }, 0, 81, 64
2, 8448, {, 0, 73, 101
2, 8448, {, 0, 71, 101
2, 8544, }, 0, 71, 64
2, 8544, }, 0, 73, 64
2, 8544, {, 0, 75, 103
2, 8544, {, 0, 73, 103
2, 8640, }, 0, 73, 64
2, 8640, }, 0, 75, 64
2, 8640, {, 0, 76, 106
2, 8640, {, 0, 74, 106
2, 8736, }, 0, 74, 64
2, 8736, }, 0, 76, 64
2, 8736, {, 0, 77, 109
2, 8736, {, 0, 80, 109
2, 8832, }, 0, 80, 64
2, 8832, }, 0, 77, 64
2, 8832, {, 0, 78, 111
2, 8832, {, 0, 81, 111
2, 8928, }, 0, 81, 64
2, 8928, }, 0, 78, 64
2, 8928, {, 0, 83, 114
2, 8928, {, 0, 80, 114
2, 9024, }, 0, 80, 64
2, 9024, }, 0, 83, 64
2, 9024, {, 0, 80, 117
2, 9024, {, 0, 85, 117
2, 9120, }, 0, 85, 64
2, 9120, }, 0, 80, 64
2, 18432, &, 0, 7, 100
2, 18432, ;, 0, 48
2, 18432, &, 0, 7, 26
2, 18432, {, 0, 61, 110
2, 18624, }, 0, 61, 64
2, 18624, &, 0, 7, 27
