0, 0, <, 1, 12, 256
1, 0, /
1, 0, $, 4, 2, 24, 8
1, 0, #, 0, "major"
1, 0, %, 434782
1, 81920, $, 7, 2, 24, 8
1, 99840, $, 4, 2, 24, 8
1, 163328, $, 7, 2, 24, 8
1, 181248, $, 4, 2, 24, 8
1, 181249, \
2, 0, /
2, 0, ~, "Drums"
2, 0, &, 9, 91, 72
2, 0, &, 9, 10, 57
2, 12288, &, 9, 0, 0
2, 12288, &, 9, 32, 0
2, 12288, ;, 9, 1
2, 12288, {, 9, 52, 73
2, 12288, {, 9, 35, 70
2, 12404, {, 9, 52, 0
2, 12404, {, 9, 35, 0
2, 12416, {, 9, 46, 55
2, 12532, {, 9, 46, 0
2, 12544, {, 9, 52, 98
2, 12544, {, 9, 35, 97
2, 12660, {, 9, 52, 0
2, 12660, {, 9, 35, 0
2, 12672, {, 9, 46, 57
2, 12788, {, 9, 46, 0
2, 12800, {, 9, 52, 97
2, 12800, {, 9, 35, 97
2, 12916, {, 9, 52, 0
2, 12916, {, 9, 35, 0
2, 12928, {, 9, 46, 59
2, 13044, {, 9, 46, 0
2, 13056, {, 9, 52, 96
2, 13056, {, 9, 35, 95
2, 13114, {, 9, 52, 0
2, 13114, {, 9, 35, 0
2, 13120, {, 9, 42, 97
2, 13178, {, 9, 42, 0
2, 13184, {, 9, 46, 58
2, 13300, {, 9, 46, 0
2, 13312, {, 9, 52, 95
2, 13312, {, 9, 35, 96
2, 13428, {, 9, 52, 0
2, 13428, {, 9, 35, 0
2, 13440, {, 9, 46, 57
2, 13556, {, 9, 46, 0
2, 13568, {, 9, 52, 96
2, 13568, {, 9, 35, 97
2, 13684, {, 9, 52, 0
2, 13684, {, 9, 35, 0
2, 13696, {, 9, 46, 57
2, 13812, {, 9, 46, 0
2, 13824, {, 9, 52, 98
2, 13824, {, 9, 35, 98
2, 13940, {, 9, 52, 0
2, 13940, {, 9, 35, 0
2, 13952, {, 9, 46, 59
2, 14068, {, 9, 46, 0
2, 14080, {, 9, 52, 97
2, 14080, {, 9, 35, 96
2, 14138, {, 9, 52, 0
2, 14138, {, 9, 35, 0
2, 14144, {, 9, 42, 100
2, 14202, {, 9, 42, 0
2, 14208, {, 9, 46, 57
2, 14324, {, 9, 46, 0
2, 14336, {, 9, 52, 97
2, 14336, {, 9, 35, 94
2, 14452, {, 9, 52, 0
2, 14452, {, 9, 35, 0
2, 14464, {, 9, 46, 58
2, 14580, {, 9, 46, 0
2, 14592, {, 9, 52, 94
2, 14592, {, 9, 35, 95
2, 14708, {, 9, 52, 0
2, 14708, {, 9, 35, 0
2, 14720, {, 9, 46, 56
2, 14836, {, 9, 46, 0
2, 14848, {, 9, 52, 95
2, 14848, {, 9, 35, 96
2, 14964, {, 9, 52, 0
2, 14964, {, 9, 35, 0
2, 14976, {, 9, 46, 56
2, 15092, {, 9, 46, 0
2, 15104, {, 9, 52, 95
2, 15104, {, 9, 35, 95
2, 15162, {, 9, 52, 0
2, 15162, {, 9, 35, 0
2, 15168, {, 9, 42, 98
2, 15226, {, 9, 42, 0
2, 15232, {, 9, 46, 59
2, 15348, {, 9, 46, 0
2, 15360, {, 9, 52, 94
2, 15360, {, 9, 35, 98
2, 15476, {, 9, 52, 0
2, 15476, {, 9, 35, 0
2, 15488, {, 9, 46, 57
2, 15604, {, 9, 46, 0
2, 15616, {, 9, 52, 98
2, 15616, {, 9, 35, 94
2, 15732, {, 9, 52, 0
2, 15732, {, 9, 35, 0
2, 15744, {, 9, 46, 56
2, 15860, {, 9, 46, 0
2, 15872, {, 9, 52, 97
2, 15872, {, 9, 35, 95
2, 15988, {, 9, 52, 0
2, 15988, {, 9, 35, 0
2, 16000, {, 9, 46, 57
2, 16116, {, 9, 46, 0
2, 16128, {, 9, 52, 97
2, 16128, {, 9, 35, 97
2, 16186, {, 9, 52, 0
2, 16186, {, 9, 35, 0
